1,1,1869,-1, 1.0
2,1866,2480,-1, 1.0
3,2473,3276,-1, 1.0
4,3299,4189,-1, 1.0
5,4179,4532,1, 1.0
6,4536,5693,1, 1.0
7,5683,6297,1, 1.0
8,6294,7007,1, 1.0
9,7130,8194,-1, 1.0
10,8205,8768,-1, 1.0
11,8822,11455,1, 1.0
12,11598,13853,-1, 1.0
13,13857,14729,-1, 1.0
14,14726,15388,1, 1.0
15,15551,16264,-1, 1.0
16,16332,16613,1, 1.0
17,16689,17132,1, 1.0
18,17129,18358,1, 1.0
19,18450,19280,-1, 1.0
20,19350,20564,-1, 1.0
21,20571,20897,1, 1.0
22,21107,22342,-1, 1.0
23,22329,22781,1, 1.0
24,22858,23838,-1, 1.0
25,23831,24427,-1, 1.0
26,24424,25578,-1, 1.0
27,25770,27608,-1, 1.0
28,27605,29437,-1, 1.0
29,29477,30709,-1, 1.0
30,30727,31503,-1, 1.0
31,31568,32086,-1, 1.0
32,32070,32345,1, 1.0
33,32458,33366,-1, 1.0
34,33377,34816,1, 1.0
35,34823,36523,1, 1.0
36,36520,37506,1, 1.0
37,37703,38752,1, 1.0
38,38766,39566,1, 1.0
39,39567,40364,1, 1.0
40,40483,41304,-1, 1.0
41,41301,41885,-1, 1.0
42,41882,42478,1, 1.0
43,42698,44611,-1, 1.0
44,44687,45832,-1, 1.0
45,46122,46925,-1, 1.0
46,46922,47899,-1, 1.0
47,47883,48077,-1, 1.0
48,48081,48845,-1, 1.0
49,48842,49438,-1, 1.0
50,49435,50400,-1, 1.0
51,50414,51349,-1, 1.0
52,51346,52026,-1, 1.0
53,52023,52751,-1, 1.0
54,52748,53482,-1, 1.0
55,53519,54274,-1, 1.0
56,54337,55893,1, 1.0
57,55919,56911,1, 1.0
58,57011,59716,1, 1.0
59,59891,60742,-1, 1.0
60,60750,61976,-1, 1.0
61,61973,62371,-1, 1.0
62,62566,62697,-1, 1.0
63,62848,65355,1, 1.0
64,65364,65987,1, 1.0
65,66012,67637,1, 1.0
66,67637,68263,1, 1.0
67,68420,69241,1, 1.0
68,69238,70218,1, 1.0
69,70268,71014,-1, 1.0
70,71105,71545,1, 1.0
71,71558,72388,1, 1.0
72,72385,72645,1, 1.0
73,72738,73466,1, 1.0
74,73483,74316,-1, 1.0
75,74375,75424,-1, 1.0
76,75521,75706,1, 1.0
77,75848,76447,1, 1.0
78,76615,77127,-1, 1.0
79,77195,77659,1, 1.0
80,77723,78286,1, 1.0
81,78536,79294,1, 1.0
82,79294,79785,1, 1.0
83,79789,80397,1, 1.0
84,80401,81369,1, 1.0
85,81366,81980,1, 1.0
86,82247,83701,1, 1.0
87,83883,84212,-1, 1.0
