1,3,1694,-1, 1.0
2,1798,2469,1, 1.0
3,2466,3173,1, 1.0
4,3160,4266,1, 1.0
5,4263,5636,1, 1.0
6,6403,6663,1, 1.0
7,6858,7394,-1, 1.0
8,7473,8375,-1, 1.0
9,8464,8844,-1, 1.0
10,9387,9617,-1, 1.0
11,9614,10252,-1, 1.0
12,10386,10502,-1, 1.0
13,10521,10685,-1, 1.0
14,10815,11285,-1, 1.0
15,11813,12118,-1, 1.0
16,13345,14736,-1, 1.0
17,14767,16368,-1, 1.0
18,16506,17660,1, 1.0
19,17909,19246,-1, 1.0
20,19397,20896,-1, 1.0
21,21382,22017,1, 1.0
22,22431,23846,-1, 1.0
23,23948,25132,1, 1.0
24,25593,26054,-1, 1.0
25,26084,26518,-1, 1.0
26,26644,26817,1, 1.0
27,27160,27420,1, 1.0
28,27907,28083,-1, 1.0
29,28230,29069,-1, 1.0
30,29192,29404,1, 1.0
31,29522,30274,1, 1.0
32,30404,30760,1, 1.0
33,31031,31255,1, 1.0
34,31431,31619,1, 1.0
35,31874,32272,-1, 1.0
36,32336,32770,1, 1.0
37,33079,33267,-1, 1.0
38,33441,33551,-1, 1.0
39,33564,35123,-1, 1.0
40,35406,36179,-1, 1.0
41,36169,37383,-1, 1.0
42,37530,38276,-1, 1.0
43,38330,38947,-1, 1.0
44,38944,40584,-1, 1.0
45,40662,40976,-1, 1.0
46,41202,41960,-1, 1.0
47,41987,42436,1, 1.0
48,42645,42896,-1, 1.0
49,42936,43241,-1, 1.0
50,43613,44230,1, 1.0
51,44386,44697,-1, 1.0
52,44716,45369,-1, 1.0
53,45433,45666,-1, 1.0
54,45835,47838,-1, 1.0
55,47991,48437,-1, 1.0
56,48523,48741,-1, 1.0
57,48815,48988,1, 1.0
58,49208,49915,-1, 1.0
59,50004,50366,-1, 1.0
60,50454,50936,-1, 1.0
61,50967,51395,1, 1.0
62,51630,52004,1, 1.0
63,52103,52249,1, 1.0
64,52281,52430,1, 1.0
65,52655,55384,-1, 1.0
66,55456,55968,-1, 1.0
67,56048,56173,-1, 1.0
68,56238,56384,-1, 1.0
69,56421,56672,-1, 1.0
70,56757,57173,-1, 1.0
71,57189,57488,-1, 1.0
72,57519,57806,1, 1.0
73,57894,58475,1, 1.0
74,58645,59052,-1, 1.0
75,59452,61419,-1, 1.0
76,61423,63843,-1, 1.0
77,63890,64015,1, 1.0
78,64041,64394,1, 1.0
79,64905,66302,-1, 1.0
80,66604,68106,-1, 1.0
81,68173,68436,-1, 1.0
82,68703,69971,1, 1.0
83,70102,71643,1, 1.0
84,72239,72685,-1, 1.0
85,72692,73585,-1, 1.0
86,73649,74254,-1, 1.0
87,74304,75503,1, 1.0
88,75673,77202,1, 1.0
89,77219,78001,1, 1.0
90,78022,78921,1, 1.0
91,78936,79157,1, 1.0
92,79172,80506,1, 1.0
93,80516,82165,1, 1.0
94,82209,83351,1, 1.0
95,83737,83949,1, 1.0
96,84009,85541,1, 1.0
97,85674,86066,1, 1.0
